"序號","分類","字母","單字","詞性","音標","中文解釋","來源"
"254","英檢初級 GEPT Elementary","B","bone","名詞","[boʊn]","骨頭","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"255","英檢初級 GEPT Elementary","B","book","名詞","[bʊk]","書籍、預訂","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"256","英檢初級 GEPT Elementary","B","book","動詞","[bʊk]","預訂","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"257","英檢初級 GEPT Elementary","B","bookcase","名詞","[ˈbʊk.keɪs]","書架","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"258","英檢初級 GEPT Elementary","B","bookstore","名詞","[ˈbʊk.stɔːr]","書店","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"259","英檢初級 GEPT Elementary","B","bored","形容詞","[bɔrd]","厭倦的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"260","英檢初級 GEPT Elementary","B","boring","形容詞","[ˈbɔːr.ɪŋ]","令人無聊的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"261","英檢初級 GEPT Elementary","B","born","動詞","[bɔːrn]","出生","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"262","英檢初級 GEPT Elementary","B","borrow","動詞","[ˈbɑː.roʊ]","借入","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"263","英檢初級 GEPT Elementary","B","boss","名詞","[bɔs]","老闆","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"264","英檢初級 GEPT Elementary","B","both","代詞","[boʊθ]","兩者都","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"265","英檢初級 GEPT Elementary","B","bother","動詞","[ˈbɒð.ər]","打擾","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"266","英檢初級 GEPT Elementary","B","bottle","名詞","[ˈbɑː.tl]","瓶子","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"267","英檢初級 GEPT Elementary","B","bottom","形容詞","[ˈbɑː.təm]","底部的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"268","英檢初級 GEPT Elementary","B","bottom","名詞","[ˈbɑː.təm]","底部","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"269","英檢初級 GEPT Elementary","B","bow","名詞","[boʊ]","弓","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"270","英檢初級 GEPT Elementary","B","bowl","名詞","[boʊl]","碗","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"271","英檢初級 GEPT Elementary","B","bowling","名詞","[ˈboʊ.lɪŋ]","保齡球","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"272","英檢初級 GEPT Elementary","B","box","名詞","[bɑːks]","盒子","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"273","英檢初級 GEPT Elementary","B","boy","名詞","[bɔɪ]","男孩","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"274","英檢初級 GEPT Elementary","B","brain","名詞","[breɪn]","大腦","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"275","英檢初級 GEPT Elementary","B","branch","動詞","[bræntʃ]","分支出","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"276","英檢初級 GEPT Elementary","B","branch","名詞","[bræntʃ]","分支、樹枝","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"277","英檢初級 GEPT Elementary","B","brave","形容詞","[breɪv]","勇敢的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"278","英檢初級 GEPT Elementary","B","bread","名詞","[bred]","麵包","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"279","英檢初級 GEPT Elementary","B","break","動詞","[breɪk]","打破","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"280","英檢初級 GEPT Elementary","B","break","動詞","[breɪk]","打斷","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"281","英檢初級 GEPT Elementary","B","break","名詞","[breɪk]","休息","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"282","英檢初級 GEPT Elementary","B","breakfast","名詞","[ˈbrek.fəst]","早餐","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"283","英檢初級 GEPT Elementary","B","brick","名詞","[brɪk]","磚塊","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"284","英檢初級 GEPT Elementary","B","bridge","名詞","[brɪdʒ]","橋樑","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"285","英檢初級 GEPT Elementary","B","brief","形容詞","[briːf]","簡短的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"286","英檢初級 GEPT Elementary","B","brief","動詞","[briːf]","簡要介紹","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"287","英檢初級 GEPT Elementary","B","bright","形容詞","[braɪt]","明亮的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"288","英檢初級 GEPT Elementary","B","bring","動詞","[brɪŋ]","帶來","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"289","英檢初級 GEPT Elementary","B","Britain","名詞","[ˈbrɪt.ən]","英國","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"290","英檢初級 GEPT Elementary","B","broad","形容詞","[brɔd]","寬闊的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"291","英檢初級 GEPT Elementary","B","broadcast","動詞","[ˈbrɔːd.kɑːst]","廣播","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"292","英檢初級 GEPT Elementary","B","brother","名詞","[ˈbrʌð.ər]","兄弟 (哥哥、弟弟)","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"293","英檢初級 GEPT Elementary","B","brown","形容詞","[braʊn]","棕色的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"294","英檢初級 GEPT Elementary","B","brunch","名詞","[brʌntʃ]","早午餐","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"295","英檢初級 GEPT Elementary","B","brush","動詞","[brʌʃ]","刷","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"296","英檢初級 GEPT Elementary","B","bucket","名詞","[ˈbʌk.ɪt]","桶子","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"297","英檢初級 GEPT Elementary","B","buffet","名詞","[ˈbʌf.eɪ]","自助餐","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"298","英檢初級 GEPT Elementary","B","bug","名詞","[bʌɡ]","蟲子、小問題","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"299","英檢初級 GEPT Elementary","B","bug","名詞","[bʌɡ]","病毒","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"300","英檢初級 GEPT Elementary","B","build","動詞","[bɪld]","建造","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"301","英檢初級 GEPT Elementary","B","building","名詞","[ˈbɪl.dɪŋ]","建築物","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"302","英檢初級 GEPT Elementary","B","bun","名詞","[bʌn]","小圓麵包","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"303","英檢初級 GEPT Elementary","B","bundle","名詞","[ˈbʌn.dəl]","捆、包裹","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"304","英檢初級 GEPT Elementary","B","burn","動詞","[bɜːrn]","燃燒","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"305","英檢初級 GEPT Elementary","B","burn","名詞","[bɜːrn]","燒傷","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"306","英檢初級 GEPT Elementary","B","burst","動詞","[bɜːrst]","爆裂","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"307","英檢初級 GEPT Elementary","B","bus","名詞","[bʌs]","公車","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"308","英檢初級 GEPT Elementary","B","business","名詞","[ˈbɪz.nəs]","生意、商業","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"309","英檢初級 GEPT Elementary","B","businessperson","名詞","[ˈbɪz.nɪs.pɜːr.sən]","商人","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"310","英檢初級 GEPT Elementary","B","busy","形容詞","[ˈbɪzi]","忙碌的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"311","英檢初級 GEPT Elementary","B","but","連接詞","[bət]","但是","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"312","英檢初級 GEPT Elementary","B","butter","名詞","[ˈbʌt.ər]","奶油","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"313","英檢初級 GEPT Elementary","B","butterfly","名詞","[ˈbʌt.ər.flaɪ]","蝴蝶","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"314","英檢初級 GEPT Elementary","B","button","名詞","[ˈbʌt.ən]","按鈕","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"315","英檢初級 GEPT Elementary","B","buy","動詞","[baɪ]","買","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
